Outreach ID,Company ID,Company ,Visit Date,Notes,Outcome,Stage,Status,Next Visit Date,Days Since Last Visit,Next Visit Countdown,Outcome Category,Follow Up Action,Owner,Prospects Match,Contact Type,Email Sent,Competitor
LID-00240,CID-HEA108,Heavy Metal and Welding,01/06/2026,Quick follow-up call. Owner said they’re still using their current guy but complained swaps can be slow when they get busy. I asked what container size they use and offered to quote a “backup/overflow” option with guaranteed turnaround. He asked me to text him a simple overview and said he’d look at it.,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Phone,TRUE,None
LID-00241,CID-MAD102,Maddox,01/06/2026,Follow-up call with office. They still use a friend for roll-off but it’s inconsistent. I pitched K&L as a backup plan: on-call swaps and better payout through sorting/itemization. Office asked me to email a short summary for the owner; no commitment yet.,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Phone,TRUE,None
LID-00231,CID-TYL124,Tyler Ford,01/06/2026,Spoke to Chris the service manager and he said that they have quite a bit of scrap and that they are not interested in a roll-off. I asked what it would take in order for them to start taking it to Madfos and he was not quite sure. He said he would pass along my information to his boss and that they will give me a call soon. He did seem a little bit interested in it,Initial Contact,Outreach,Interested (Warm),02/05/2026,34,-4,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00232,CID-PRE107,Precision Junk Removal,01/06/2026,"Spoke to the co-owner, and he said that it varies with how much scrap they generate, so he didn't think that a roll-off would be necessary. But they do demo jobs, so he saved my number and sent me a text and said that the next time they get a big job, he would let me know. I also mentioned that I could offer him premium pricing for each time he does bring it to our yard and he said he would let me know.",Initial Contact,Outreach,Interested (Warm),02/05/2026,34,-4,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00233,CID-AVC101,Avco Roofing,01/06/2026,"Spoke to the manager who said that the residential crew doesn't really get much scrap, but the commercial team is the one who primarily deals with that. He said he would pass my information along to the supervisor of the commercial team and was a little reluctant to give me the commercial supervisors number. I will have to follow up and see if I can get it from someone else.",Initial Contact,Outreach,Interested (Warm),02/05/2026,34,-4,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00234,CID-PRO124,Protech,01/06/2026,Follow-up call with office manager. They still let employees take some scrapbut the yard has been getting cluttered and they want a cleaner process. Explained hybrid option: small container/pallet area for overflow + call-in swaps when needed. Manager asked for a simple one-page summary + example payout and said he would review with owner.,Initial Contact,Outreach,Interested (Warm),02/05/2026,34,-4,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00235,CID-ALL110,Allstar Fabrication,01/06/2026,Sent follow-up email to allstarfabtyler@gmail.com referencing limited space. Offered 10-yd placement options and clarified we can swap on-call. Asked for best day/time this week to do a 10-minute walk to confirm container spot. No reply yet.,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Email,TRUE,None
LID-00236,CID-FIR101,Firehouse Roofing,01/06/2026,Called and left voicemail. Referenced their interest and asked if they have any upcoming tear-off/demo job where metal will stack up. Offered to stage a small container at yard or job site and itemize aluminum/steel. Requested a quick call/text back with next big job start date.,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-00237,CID-OVE109,Overhead Door,01/06/2026,Stopped by after hours and spoke with staff briefly. Owner wasn’t available. Staff confirmed they still haul scrap “when it piles up” and would rather not waste technician time on runs. Left card + asked for best early-morning window to catch the owner for 5 minutes.,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00238,CID-ADV102,Advantage Roofing,01/06/2026,Called back as requested and reached receptionist. Owner wasn’t in,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00239,CID-HAB101,Habitat for Humanity,01/06/2026,Follow-up call. Staff said administrator is the decision-maker and is in meetings today. They still do periodic trailer loads and want the yard clean. Asked for best day/time to discuss a simple monthly pickup cadence + donation-friendly paperwork. Staff asked me to call back Thursday morning.,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-00240,CID-HEA108,Heavy Metal and Welding,01/06/2026,Quick follow-up call. Owner said they’re still using their current guy but complained swaps can be slow when they get busy. I asked what container size they use and offered to quote a “backup/overflow” option with guaranteed turnaround. He asked me to text him a simple overview and said he’d look at it.,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Phone,TRUE,None
LID-00241,CID-MAD102,Maddox,01/06/2026,Follow-up call with office. They still use a friend for roll-off but it’s inconsistent. I pitched K&L as a backup plan: on-call swaps and better payout through sorting/itemization. Office asked me to email a short summary for the owner; no commitment yet.,Interested (Warm),Nurture,Interested (Warm),01/20/2026,34,-20,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Phone,TRUE,None
LID-00242,CID-COM114,Commercial Door and Hardware,01/05/2026,The owner said that they did not generate very much scrap metal so they are being disqualified as a prospect,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00243,CID-EAG101,Eagle Electric,01/05/2026,"Called and spoke to the owner; they currently do not use anyone at the moment, but I was not able to speak to him for very long. I explain our roll-off container service, but he was doing a meeting and said he would call me back",Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00244,CID-JOE102,Joe W Fly,01/05/2026,"Does not generate much scrap, but when they do, they take it to AIM. I left my card and said whenever they do take it, I can offer premium pricing and pay over what the other scrapyards are paying.",Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00245,CID-ABC102,Abc Home Commercial,01/05/2026,Does not generate very much scrap so I am disqualifying them as a prospect but I did give the receptionist my business card and told her to let people know about our services,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00246,CID-BAN102,Bankston Gutter,01/05/2026,Talked to the owner briefly as he was passing by me at ABC Supply and he said that he currently takes his scrap metal to the Mineola Yard.,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00247,CID-FAI102,Faithco Enterprises Plumbing HVAC Electric,01/05/2026,"Called and the office manager said that he hasn't heard anything back from them, but he will deliver another message to the owner regarding a roll off service",Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00248,CID-TRA117,Trac Ornamental Iron,01/05/2026,Was passing by and the owner said that they do not have any scrap/not interested so I am moving them to disqualified,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00249,CID-ENG101,Engines Express,01/05/2026,"They spoke to the owner, and they have a couple of employees who take their scrap metal, and they currently take it to Tyler Iron and Metal, and I let them know that even if they enjoy taking it themselves, what would it take to get them to bring it to Madfos? She said she would give the card to Jackie (the older employee who takes it to the scrapyard) and let him know that I can offer much better pricing than Tyler Iron.",Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00250,CID-THA101,That Window Guy,01/05/2026,Called two times today; the first time the owner was at lunch and the second time I spoke to a manager and asked if George was available. He said he was on a conference call and wouldnt be able to talk at the moment so I will have to call back tomorrow or the next day to ensure that I am able to directly speak to the owner.,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00242,CID-COM114,Commercial Door and Hardware,01/05/2026,The owner said that they did not generate very much scrap metal so they are being disqualified as a prospect,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00243,CID-EAG101,Eagle Electric,01/05/2026,"Called and spoke to the owner; they currently do not use anyone at the moment, but I was not able to speak to him for very long. I explain our roll-off container service, but he was doing a meeting and said he would call me back",Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00244,CID-JOE102,Joe W Fly,01/05/2026,"Does not generate much scrap, but when they do, they take it to AIM. I left my card and said whenever they do take it, I can offer premium pricing and pay over what the other scrapyards are paying.",Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00245,CID-ABC102,Abc Home Commercial,01/05/2026,Does not generate very much scrap so I am disqualifying them as a prospect but I did give the receptionist my business card and told her to let people know about our services,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00246,CID-BAN102,Bankston Gutter,01/05/2026,Talked to the owner briefly as he was passing by me at ABC Supply and he said that he currently takes his scrap metal to the Mineola Yard.,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00247,CID-FAI102,Faithco Enterprises Plumbing HVAC Electric,01/05/2026,"Called and the office manager said that he hasn't heard anything back from them, but he will deliver another message to the owner regarding a roll off service",Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00248,CID-TRA117,Trac Ornamental Iron,01/05/2026,Was passing by and the owner said that they do not have any scrap/not interested so I am moving them to disqualified,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00249,CID-ENG101,Engines Express,01/05/2026,"They spoke to the owner, and they have a couple of employees who take their scrap metal, and they currently take it to Tyler Iron and Metal, and I let them know that even if they enjoy taking it themselves, what would it take to get them to bring it to Madfos? She said she would give the card to Jackie (the older employee who takes it to the scrapyard) and let him know that I can offer much better pricing than Tyler Iron.",Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00250,CID-THA101,That Window Guy,01/05/2026,Called two times today; the first time the owner was at lunch and the second time I spoke to a manager and asked if George was available. He said he was on a conference call and wouldnt be able to talk at the moment so I will have to call back tomorrow or the next day to ensure that I am able to directly speak to the owner.,Initial Contact,Outreach,Interested (Warm),02/04/2026,35,-5,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00251,CID-CAR103,Carl Owens Truck Collision,01/02/2026,Spoke to the receptionist and she said that they really do not get much scrap. She also was under the impression that the city handled their scrap so I do not know how knowledgeable she is reagarding the amount of scrap that their company produces.,Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00252,CID-CWO102,C Woods,01/02/2026,Receptionist let me know that all decisions are made by corporate and I asked her how I could get in contact with them and she told me to leave her my card. I need to review all outreach attempts and compile a list of ones where I need to contact corporate and spend a day reaching out to the corporate contacts so that I can get some of these larger companies as accounts.,Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00253,CID-MAS101,Mas Tec,01/02/2026,"The door was locked whenever I tried to speak with someone. I am not sure how good of an account this would be, but online it says that they handle all aspects of construction, from oil and gas demo to telecommunications, so it could be a good account.",Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00254,CID-TYL135,Tyler Weathermakers,01/02/2026,"spoke to the receptionist and manager and she said that they usually take scrap metal maybe once a year, so I would not consider them to be a disqualified account.",Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00255,CID-COK101,Coker Enterprises Trailer,01/02/2026,"Spoke to the owner who still had my card from the last time I visited and seemed interested, but I am not sure how to read him. He agreed that it was something he would be interested in, but said ""let me get everyone on the saddle first before I move into it"". I am not exactly sure what he meant by that so I explained how effortless it is for us to put a roll off container on his property and he said he would give me a call very soon when he is ready. They seem to be pretty busy and his kids were there so he did seem a little distracted, so I will follow up in a couple weeks or the next time I am in that area and see what it will take for him to just commit.",Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00251,CID-CAR103,Carl Owens Truck Collision,01/02/2026,Spoke to the receptionist and she said that they really do not get much scrap. She also was under the impression that the city handled their scrap so I do not know how knowledgeable she is reagarding the amount of scrap that their company produces.,Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00252,CID-CWO102,C Woods,01/02/2026,Receptionist let me know that all decisions are made by corporate and I asked her how I could get in contact with them and she told me to leave her my card. I need to review all outreach attempts and compile a list of ones where I need to contact corporate and spend a day reaching out to the corporate contacts so that I can get some of these larger companies as accounts.,Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00253,CID-MAS101,Mas Tec,01/02/2026,"The door was locked whenever I tried to speak with someone. I am not sure how good of an account this would be, but online it says that they handle all aspects of construction, from oil and gas demo to telecommunications, so it could be a good account.",Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00254,CID-TYL135,Tyler Weathermakers,01/02/2026,"spoke to the receptionist and manager and she said that they usually take scrap metal maybe once a year, so I would not consider them to be a disqualified account.",Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00255,CID-COK101,Coker Enterprises Trailer,01/02/2026,"Spoke to the owner who still had my card from the last time I visited and seemed interested, but I am not sure how to read him. He agreed that it was something he would be interested in, but said ""let me get everyone on the saddle first before I move into it"". I am not exactly sure what he meant by that so I explained how effortless it is for us to put a roll off container on his property and he said he would give me a call very soon when he is ready. They seem to be pretty busy and his kids were there so he did seem a little distracted, so I will follow up in a couple weeks or the next time I am in that area and see what it will take for him to just commit.",Initial Contact,Outreach,Interested (Warm),02/01/2026,38,-8,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00256,CID-JOE105,Joe Hudsons Collision Center,12/30/2025,"Even though I stopped by yesterday, the receptionist said that the manager was not in today due to a family emergency but said that he should be back in tomorrow. She also said that they only have a half day tomorrow and it would be best to come back next week. I am putting them on the schedule for Monday morning next week.",Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00257,CID-MCC102,Mccoys Plumbing,12/30/2025,Mr. McCoy was not in and was out in the field but should be back within 30 mins so I am going to visit a couple more companies and come back,Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00258,CID-BRO103,Broadway Powersports,12/30/2025,"Spoke to the manager and he said that they have a dedicated employee who currently takes their scrap metal to a yard. He was not sure which scrap yard he took it to, how much they are getting paid, or any other details. He did text the employee when I was was there and I let him know that if they do not want to make a change then we would appreciate the employee taking the metal to our yard. I think I will be getting a call or text because its a means for the employee to make extra money so if I can offer above base pay then we should be able to secure the account.",Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00259,CID-ESC101,Eschberger Plumbing,12/30/2025,Spoke to the owner and he does not typically get a lot of scrap metal and is unsure of where the scrap is taken. He has someone who takes it for him but when I asked if I could get his contact information they were not able to find it. I will follow up in 2 weeks to try and get the person's contact info who hauls their scrap for them.,Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00260,CID-GRO102,Groome Industrial Service,12/30/2025,"Their front office door was locked even thoughthere were cars in the parking lot. Their company does industrial services ranging from explosive, vac & water, mechanical, and painting & coating, as well as welding so it could potentially be a decent account so I do not want to qualify them as disqualified.",Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00261,CID-ATS101,Ats Outdoor,12/30/2025,"Spoke with the manager and they said that they currently have a guy who takes their scrap metal, but had no knowledge of any information regarding his contact information. Their GM, Tracy, had gone to a doctors appointment and he was going to give my card to him. I need to call up at some point tomorrow and try to get on the phone with Tracy because the manager said ""it is right up his alley"" and that they were currently looking for different options.",Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00262,CID-JOH103,John Deere,12/30/2025,"Had a really good talk with the service manager. They currently load their scrap into bins and have one of the employees take it to Tyler Iron. It is primarily short iron, mixed with aluminum breakage, aluminum, and tin. He didnt have a recent receipt, but it does not really cost them any money to take it to Tyler Iron. I told him that I could beat their prices, and explained how the roll off container would make much more sense. They use their scrap money for company lunches and other things, so price is very important to them. He sounded very interested, and other employees were agreeing how much easier it would be. They would want a 20 yard container, but he wasn't quite able to pull the trigger because he had to talk to the store manager about it. He was very interested in the roll off though.",Interested (Warm),Nurture,Interested (Warm),01/13/2026,41,-27,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00263,CID-CAB101,Cables Roofing,12/30/2025,"The receptionist said that they curently take their own trailers to job sites and put the scrap metal in them. I explained how we can put our containers on various job sites, eliminating the potential damages that can easily occur from roofing construction. I gave her my card and said that if using their own trailers is something that they want to continue doing then I completely understand, but when they do take it to the scrap yard, to take it to us. She said she would give my card to the owner and let me know.",Interested (Warm),Nurture,Interested (Warm),01/13/2026,41,-27,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00264,CID-ASA101,Asap Roofing,12/30/2025,They were closed so I will need to stop by either next week or the week after.,Interested (Warm),Nurture,Interested (Warm),01/13/2026,41,-27,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00265,CID-CAL104,Callibur Collision,12/30/2025,"The manager who is in charge of the scrap metal is on vacation until Monday, so I am going to have to stop by then. I asked if there was someone else who I could talk to and the receptionist said that she was the only one.",Interested (Warm),Nurture,Interested (Warm),01/13/2026,41,-27,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00256,CID-JOE105,Joe Hudsons Collision Center,12/30/2025,"Even though I stopped by yesterday, the receptionist said that the manager was not in today due to a family emergency but said that he should be back in tomorrow. She also said that they only have a half day tomorrow and it would be best to come back next week. I am putting them on the schedule for Monday morning next week.",Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00257,CID-MCC102,Mccoys Plumbing,12/30/2025,Mr. McCoy was not in and was out in the field but should be back within 30 mins so I am going to visit a couple more companies and come back,Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00258,CID-BRO103,Broadway Powersports,12/30/2025,"Spoke to the manager and he said that they have a dedicated employee who currently takes their scrap metal to a yard. He was not sure which scrap yard he took it to, how much they are getting paid, or any other details. He did text the employee when I was was there and I let him know that if they do not want to make a change then we would appreciate the employee taking the metal to our yard. I think I will be getting a call or text because its a means for the employee to make extra money so if I can offer above base pay then we should be able to secure the account.",Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00259,CID-ESC101,Eschberger Plumbing,12/30/2025,Spoke to the owner and he does not typically get a lot of scrap metal and is unsure of where the scrap is taken. He has someone who takes it for him but when I asked if I could get his contact information they were not able to find it. I will follow up in 2 weeks to try and get the person's contact info who hauls their scrap for them.,Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00260,CID-GRO102,Groome Industrial Service,12/30/2025,"Their front office door was locked even thoughthere were cars in the parking lot. Their company does industrial services ranging from explosive, vac & water, mechanical, and painting & coating, as well as welding so it could potentially be a decent account so I do not want to qualify them as disqualified.",Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00261,CID-ATS101,Ats Outdoor,12/30/2025,"Spoke with the manager and they said that they currently have a guy who takes their scrap metal, but had no knowledge of any information regarding his contact information. Their GM, Tracy, had gone to a doctors appointment and he was going to give my card to him. I need to call up at some point tomorrow and try to get on the phone with Tracy because the manager said ""it is right up his alley"" and that they were currently looking for different options.",Initial Contact,Outreach,Interested (Warm),01/29/2026,41,-11,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00262,CID-JOH103,John Deere,12/30/2025,"Had a really good talk with the service manager. They currently load their scrap into bins and have one of the employees take it to Tyler Iron. It is primarily short iron, mixed with aluminum breakage, aluminum, and tin. He didnt have a recent receipt, but it does not really cost them any money to take it to Tyler Iron. I told him that I could beat their prices, and explained how the roll off container would make much more sense. They use their scrap money for company lunches and other things, so price is very important to them. He sounded very interested, and other employees were agreeing how much easier it would be. They would want a 20 yard container, but he wasn't quite able to pull the trigger because he had to talk to the store manager about it. He was very interested in the roll off though.",Interested (Warm),Nurture,Interested (Warm),01/13/2026,41,-27,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00263,CID-CAB101,Cables Roofing,12/30/2025,"The receptionist said that they curently take their own trailers to job sites and put the scrap metal in them. I explained how we can put our containers on various job sites, eliminating the potential damages that can easily occur from roofing construction. I gave her my card and said that if using their own trailers is something that they want to continue doing then I completely understand, but when they do take it to the scrap yard, to take it to us. She said she would give my card to the owner and let me know.",Interested (Warm),Nurture,Interested (Warm),01/13/2026,41,-27,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00264,CID-ASA101,Asap Roofing,12/30/2025,They were closed so I will need to stop by either next week or the week after.,Interested (Warm),Nurture,Interested (Warm),01/13/2026,41,-27,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00265,CID-CAL104,Callibur Collision,12/30/2025,"The manager who is in charge of the scrap metal is on vacation until Monday, so I am going to have to stop by then. I asked if there was someone else who I could talk to and the receptionist said that she was the only one.",Interested (Warm),Nurture,Interested (Warm),01/13/2026,41,-27,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00266,CID-MID102,Midtown Appliance,12/29/2025,Customer wants a 30-yard container as soon as one is available. He takes 1 to 2 loads of appliances to AIM currently but would rather have the roll off container service.,Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00267,CID-WCS102,Wc Supply Store,12/29/2025,"They are currently having their own scrap trailer and are in the process of moving locations. They take their metal to Huntwell, but said that whenever they move, they will strongly consider a roll off bin with us.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00268,,Access 2 Mobility,12/29/2025,"Met with the manager Mike and explained our process. They currently haul the scrap off themselves and typically take about 5,000 pounds every 3 months or so. He was very interested in our service and asked for me to send him information regarding the process, so he can get with the higher ups and get something put in place.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00269,CID-JOE105,Joe Hudsons Collision Center,12/29/2025,"The manager was called home for an emergency, but was told to come back tomorrow around 9am to speak to him.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00270,CID-AND105,Anderson Automotive,12/29/2025,"The owner/manager will be in and out this week. They currently have a guy who picks up their scrap once a month, but the service manager was unsure about where they take it, amount of pounds he takes, and the payout structure. He said to check back in next week because I would have a better chance of talking to the manager or owner.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00271,CID-DEA103,Dealers Collision,12/29/2025,"Spoke to the manager and he showed me what all they have acquired since September, and he said they haul it themselves. But they have gotten new management since then, so it has been just building up and is just sitting in a corner in the lot and it does not look presentable. He said to give him a couple of days and to give him time to speak with the owner and see if we can get something worked out.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00272,CID-CAL104,Callibur Collision,12/29/2025,"Spoke to the receptionist and she had said that the manager would be back in tomorrow, so I plan on visiting first thing in the morning that way I can visit Joe Hudson and Callibur Collision",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00273,CID-WCB101,Wc Brakes and Service Parts,12/29/2025,They also take their scrap metal to Huntwell and will be interested in a roll off container once they move locations,Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00266,CID-MID102,Midtown Appliance,12/29/2025,Customer wants a 30-yard container as soon as one is available. He takes 1 to 2 loads of appliances to AIM currently but would rather have the roll off container service.,Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00267,CID-WCS102,Wc Supply Store,12/29/2025,"They are currently having their own scrap trailer and are in the process of moving locations. They take their metal to Huntwell, but said that whenever they move, they will strongly consider a roll off bin with us.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00268,,Access 2 Mobility,12/29/2025,"Met with the manager Mike and explained our process. They currently haul the scrap off themselves and typically take about 5,000 pounds every 3 months or so. He was very interested in our service and asked for me to send him information regarding the process, so he can get with the higher ups and get something put in place.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00269,CID-JOE105,Joe Hudsons Collision Center,12/29/2025,"The manager was called home for an emergency, but was told to come back tomorrow around 9am to speak to him.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00270,CID-AND105,Anderson Automotive,12/29/2025,"The owner/manager will be in and out this week. They currently have a guy who picks up their scrap once a month, but the service manager was unsure about where they take it, amount of pounds he takes, and the payout structure. He said to check back in next week because I would have a better chance of talking to the manager or owner.",Initial Contact,Outreach,Interested (Warm),01/28/2026,42,-12,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
